Gene,Leg_MF1,Leg_MF2,Leg_MF3,Leg_VF1,Leg_VF2,Leg_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038069391.1,2270.321119,2105.326331,1977.377552,2562.685816,2522.162317,2714.773077,nan,2323.233004,0.280428113,0.119157858,2.353416857,0.018601767,0.082178802
XM_038069392.1,2270.321119,2105.326331,1977.377552,2562.685816,2522.162317,2714.773077,nan,2323.233004,0.280428113,0.119157858,2.353416857,0.018601767,0.082178802
XM_038069393.1,10013.15955,7615.476217,7232.87208,5038.754045,7382.579283,6721.311036,nan,7227.56207,-0.387644868,0.234441479,-1.653482436,0.098232718,0.208889854
XM_038069394.1,4046.520579,2915.067227,2668.508597,2453.66713,3153.797585,2782.978262,nan,2957.695497,-0.208692105,0.226228812,-0.922482436,0.356276988,0.49499798
XM_038069395.1,4046.520579,2915.067227,2668.508597,2453.66713,3153.797585,2782.978262,nan,2957.695497,-0.208692105,0.226228812,-0.922482436,0.356276988,0.49499798
XM_038069396.1,4046.520579,2915.067227,2668.508597,2453.66713,3153.797585,2782.978262,nan,2957.695497,-0.208692105,0.226228812,-0.922482436,0.356276988,0.49499798
XM_038069397.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069398.1,159.5101473,266.7841987,216.4879683,418.1538627,269.2933724,353.4268718,nan,276.4686404,0.668062959,0.31437853,2.125027298,0.033584335,0.111131807
XM_038069399.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069400.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069401.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069402.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069403.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069404.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069405.1,743.5811379,427.1676613,473.7372696,412.1802361,479.4735655,519.8061886,nan,500.8909592,-0.229485942,0.273205248,-0.839976331,0.400921657,0.537154958
XM_038069406.1,786.7568169,450.6384119,515.4044099,415.1670494,501.3673356,540.4744268,nan,526.0521275,-0.275936248,0.274424067,-1.005510379,0.314651154,0.453279821
XM_038069407.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069408.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069409.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069410.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069411.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069412.1,515.7094989,1010.024635,1080.628227,2910.649566,1528.185154,1766.100947,nan,1445.606104,1.221391433,0.400438419,3.050135485,0.002287382,0.025909691
XM_038069413.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069414.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069415.1,4324.763844,3248.351886,3087.897423,2617.941862,3302.675222,3415.426349,nan,3282.531287,-0.202706995,0.212650272,-0.953241172,0.34046789,0.479491148
XM_038069416.1,4343.953035,3250.698961,3102.390341,2622.422082,3316.906172,3429.894116,nan,3293.819087,-0.202431123,0.213592693,-0.947743673,0.343259962,0.48227001
XM_038069417.1,3998.547603,3101.268515,2923.946283,2402.891304,3013.677456,3112.63666,nan,3046.40157,-0.244618354,0.20459651,-1.195613526,0.23184741,0.367726262
XM_038069418.1,907.8885829,532.0036807,612.3258016,485.357162,814.4482483,821.5624651,nan,684.2969478,0.040537552,0.323885056,0.125160303,0.900396643,0.935639068
XM_038069419.1,3546.402298,2543.447009,2221.945549,2020.579201,2583.464874,2285.907136,nan,2494.566266,-0.280039231,0.236907527,-1.182061349,0.237181359,0.37361483
XM_038069420.1,3533.209729,2534.058708,2220.133935,2008.631948,2573.612677,2281.773488,nan,2486.549979,-0.281123932,0.236659445,-1.187883849,0.234879174,0.370897763
XM_038069421.1,3510.422565,2493.376074,2182.995831,1920.520955,2498.07917,2221.835598,nan,2433.168257,-0.31106148,0.241975536,-1.285507971,0.198614833,0.331687362
XM_038069422.1,3522.41581,2505.893808,2188.430676,1935.455022,2522.162317,2245.604071,nan,2448.26259,-0.30294027,0.242444337,-1.24952504,0.211473101,0.346586364
XM_038069423.1,515.7094989,1010.024635,1080.628227,2910.649566,1528.185154,1766.100947,nan,1445.606104,1.221391433,0.400438419,3.050135485,0.002287382,0.025909691
XM_038069424.1,3522.41581,2505.893808,2188.430676,1935.455022,2522.162317,2245.604071,nan,2448.26259,-0.30294027,0.242444337,-1.24952504,0.211473101,0.346586364
XM_038069425.1,3522.41581,2505.893808,2188.430676,1935.455022,2522.162317,2245.604071,nan,2448.26259,-0.30294027,0.242444337,-1.24952504,0.211473101,0.346586364
XM_038069426.1,3522.41581,2505.893808,2188.430676,1935.455022,2522.162317,2245.604071,nan,2448.26259,-0.30294027,0.242444337,-1.24952504,0.211473101,0.346586364
XM_038069427.1,3526.013783,2509.8056,2190.24229,1956.362715,2532.014514,2247.670895,nan,2455.293362,-0.297634316,0.241362344,-1.233143127,0.21752237,0.353169839
XM_038069428.1,3526.013783,2509.8056,2190.24229,1956.362715,2532.014514,2247.670895,nan,2455.293362,-0.297634316,0.241362344,-1.233143127,0.21752237,0.353169839
XM_038069429.1,3526.013783,2509.8056,2190.24229,1956.362715,2532.014514,2247.670895,nan,2455.293362,-0.297634316,0.241362344,-1.233143127,0.21752237,0.353169839
XM_038069430.1,3524.814458,2507.458524,2189.336483,1935.455022,2522.162317,2247.670895,nan,2449.403651,-0.303381696,0.24256035,-1.250747268,0.211026699,0.346283054
XM_038069431.1,3522.41581,2505.893808,2186.619061,1935.455022,2522.162317,2245.604071,nan,2448.095422,-0.302761874,0.242543321,-1.248279577,0.211928691,0.346993315
XM_038069432.1,3524.814458,2507.458524,2189.336483,1935.455022,2522.162317,2247.670895,nan,2449.403651,-0.303381696,0.24256035,-1.250747268,0.211026699,0.346283054
XM_038069433.1,3524.814458,2507.458524,2189.336483,1935.455022,2522.162317,2247.670895,nan,2449.403651,-0.303381696,0.24256035,-1.250747268,0.211026699,0.346283054
XM_038069434.1,838.3277667,2059.949546,2149.480957,5819.805725,2943.617392,3574.571782,nan,2852.960929,1.257437288,0.449434406,2.797821601,0.005144852,0.041375107
XM_038069435.1,3526.013783,2509.8056,2190.24229,1956.362715,2532.014514,2247.670895,nan,2455.293362,-0.297634316,0.241362344,-1.233143127,0.21752237,0.353169839
XM_038069436.1,3526.013783,2509.8056,2190.24229,1956.362715,2532.014514,2247.670895,nan,2455.293362,-0.297634316,0.241362344,-1.233143127,0.21752237,0.353169839
XM_038069437.1,3524.814458,2507.458524,2189.336483,1935.455022,2522.162317,2247.670895,nan,2449.403651,-0.303381696,0.24256035,-1.250747268,0.211026699,0.346283054
XM_038069438.1,2408.243427,2024.74342,2093.320899,1457.564893,1984.670261,2034.788043,nan,1972.659454,-0.265971927,0.203845731,-1.304770651,0.191970956,0.324249222
XM_038069439.1,843.1250644,985.771526,1061.606271,1008.04949,834.1526414,932.1375391,nan,931.8317535,-0.080398075,0.188582331,-0.426328781,0.669868288,0.766302141
XM_038069440.1,197.8885286,335.6317338,315.2209748,521.1989217,361.2472069,368.9280504,nan,345.2596777,0.533392201,0.319225455,1.670894953,0.094742429,0.204461953
XM_038069441.1,197.8885286,335.6317338,315.2209748,521.1989217,361.2472069,368.9280504,nan,345.2596777,0.533392201,0.319225455,1.670894953,0.094742429,0.204461953
XM_038069442.1,80.35473587,110.3125279,147.646606,158.3011052,112.7529161,156.0451978,nan,125.7939185,0.312898577,0.348626324,0.897518503,0.369442305,0.507215692
XM_038069443.1,838.3277667,2059.949546,2149.480957,5819.805725,2943.617392,3574.571782,nan,2852.960929,1.257437288,0.449434406,2.797821601,0.005144852,0.041375107
XM_038069444.1,39.57770573,101.706586,72.46459191,123.9527522,93.04852299,162.2456692,nan,97.5074912,0.794816695,0.459542521,1.729582484,0.083704898,0.1892484
XM_038069445.1,39.57770573,101.706586,72.46459191,123.9527522,93.04852299,162.2456692,nan,97.5074912,0.794816695,0.459542521,1.729582484,0.083704898,0.1892484
XM_038069446.1,39.57770573,101.706586,72.46459191,123.9527522,93.04852299,162.2456692,nan,97.5074912,0.794816695,0.459542521,1.729582484,0.083704898,0.1892484
XM_038069447.1,39.57770573,101.706586,72.46459191,123.9527522,93.04852299,162.2456692,nan,97.5074912,0.794816695,0.459542521,1.729582484,0.083704898,0.1892484
XM_038069448.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069449.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069450.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069451.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069452.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069453.1,515.7094989,1010.024635,1080.628227,2910.649566,1528.185154,1766.100947,nan,1445.606104,1.221391433,0.400438419,3.050135485,0.002287382,0.025909691
XM_038069454.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069455.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069456.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069457.1,2312.297474,2494.940791,2278.105608,1745.792377,2067.866587,2091.625697,nan,2137.372884,-0.279884179,0.159742906,-1.752091442,0.079758086,0.183925857
XM_038069458.1,6284.45994,4561.149204,4263.635426,3736.503444,3941.973309,3839.12523,nan,4370.04954,-0.402611234,0.193704042,-2.078486489,0.037664574,0.117956821
XM_038069459.1,6816.95998,4881.916129,4473.782743,3832.08147,4281.326746,4147.081978,nan,4666.166647,-0.410113125,0.207590045,-1.975591482,0.048201064,0.136434219
XM_038069460.1,6816.95998,4881.916129,4473.782743,3832.08147,4281.326746,4147.081978,nan,4666.166647,-0.410113125,0.207590045,-1.975591482,0.048201064,0.136434219
XM_038069461.1,6816.95998,4881.916129,4473.782743,3832.08147,4281.326746,4147.081978,nan,4666.166647,-0.410113125,0.207590045,-1.975591482,0.048201064,0.136434219
XM_038069462.1,6816.95998,4881.916129,4473.782743,3832.08147,4281.326746,4147.081978,nan,4666.166647,-0.410113125,0.207590045,-1.975591482,0.048201064,0.136434219
XM_038069463.1,515.7094989,1010.024635,1080.628227,2910.649566,1528.185154,1766.100947,nan,1445.606104,1.221391433,0.400438419,3.050135485,0.002287382,0.025909691
XM_038069464.1,6816.95998,4881.916129,4473.782743,3832.08147,4281.326746,4147.081978,nan,4666.166647,-0.410113125,0.207590045,-1.975591482,0.048201064,0.136434219
XM_038069465.1,963.057506,1126.59603,1065.229501,1085.706636,1148.328243,1331.034535,nan,1104.852658,0.156914218,0.178347381,0.879823506,0.378954929,0.516546258
XM_038069466.1,963.057506,1126.59603,1065.229501,1085.706636,1148.328243,1331.034535,nan,1104.852658,0.156914218,0.178347381,0.879823506,0.378954929,0.516546258
XM_038069467.1,963.057506,1126.59603,1065.229501,1085.706636,1148.328243,1331.034535,nan,1104.852658,0.156914218,0.178347381,0.879823506,0.378954929,0.516546258
XM_038069468.1,690.8108636,909.1004073,858.7054141,852.7351985,902.0233287,1041.679201,nan,864.6357953,0.164756135,0.210185043,0.783862318,0.433120902,0.567773218
XM_038069469.1,924.6791247,1041.318969,941.1338874,915.4582779,1027.912507,1148.120627,nan,986.180507,0.070283883,0.176061205,0.399201418,0.689744798,0.781492062
XM_038069470.1,151.1148764,479.585671,355.9823077,997.5956438,825.3951333,917.6697724,nan,612.3149112,1.441611943,0.439085297,3.283216157,0.001026299,0.015575214
XM_038069471.1,131.9256858,176.812988,187.5021316,464.4494689,306.5127816,300.7228646,nan,257.3694807,1.085842477,0.300998279,3.607470715,0.000309196,0.006751054
XM_038069472.1,515.7094989,1010.024635,1080.628227,2910.649566,1528.185154,1766.100947,nan,1445.606104,1.221391433,0.400438419,3.050135485,0.002287382,0.025909691
XM_038069473.1,130.7263613,176.812988,187.5021316,464.4494689,306.5127816,300.7228646,nan,257.2097197,1.088645694,0.30249244,3.598918684,0.000319543,0.006912891
XM_038069474.1,1056.60481,1015.501143,1033.526242,890.0703649,903.1180172,907.3356533,nan,954.6399353,-0.219144254,0.116265563,-1.884859535,0.059448805,0.155140129
XM_038069475.1,5839.510581,7710.923937,7893.205674,3963.501256,4772.841885,4899.405846,nan,5785.104761,-0.674027529,0.21916744,-3.075399925,0.002102205,0.024829437
XM_038069476.1,5775.946387,7654.594135,7825.270119,3954.540816,4708.255263,4839.467955,nan,5732.070618,-0.675664283,0.218143097,-3.097344329,0.001952629,0.023844938
XM_038069477.1,5802.331524,7681.976678,7846.103689,3960.514442,4741.095918,4864.269841,nan,5754.798708,-0.673814022,0.218515819,-3.083593793,0.002045166,0.02434174
XM_038069478.1,5786.740307,7663.200077,7834.328193,3959.021036,4722.486214,4844.635015,nan,5740.62501,-0.67497841,0.218085037,-3.09502394,0.00196797,0.023844938
XM_038069479.1,5773.547738,7652.24706,7818.929467,3954.540816,4700.592444,4834.300896,nan,5728.269359,-0.676204547,0.217856638,-3.103896921,0.001909899,0.023637922
XM_038069480.1,3283.750251,2665.494912,2466.513547,1614.372591,2171.861995,2440.918922,nan,2405.621161,-0.447005671,0.232587783,-1.921879406,0.054620934,0.147876186
XM_038069481.1,366.9932713,809.7408964,834.2486143,2462.62757,1234.808634,1452.97714,nan,1174.722878,1.325859728,0.430982529,3.076365373,0.002095409,0.024773875
XM_038069482.1,2144.392056,1880.789483,1728.280517,973.7011374,1436.23132,1617.289633,nan,1607.887154,-0.528027404,0.252104729,-2.094476389,0.036217564,0.115555134
XM_038069483.1,2137.196109,1876.877691,1727.37471,973.7011374,1434.041943,1615.222809,nan,1605.269046,-0.52648182,0.251474784,-2.093576989,0.036297679,0.115721368
XM_038069484.1,2143.192731,1880.789483,1727.37471,973.7011374,1435.136631,1617.289633,nan,1607.394844,-0.527892845,0.252058237,-2.094328883,0.036230693,0.11555682
XM_038069485.1,2127.601514,1872.183541,1722.845673,973.7011374,1426.379123,1603.855278,nan,1599.203664,-0.52882498,0.249352489,-2.120792867,0.033939237,0.11207878
XM_038069486.1,2135.996785,1873.748258,1727.37471,973.7011374,1430.757877,1605.922102,nan,1602.641017,-0.529773934,0.250043969,-2.118723107,0.034113874,0.112255886
XM_038069487.1,2153.986651,1906.607309,1749.114087,993.1154239,1463.598532,1662.759757,nan,1632.586986,-0.509478772,0.253325824,-2.011160032,0.044308556,0.129185481
XM_038069488.1,2161.182598,1916.777967,1750.019895,994.6088305,1465.787909,1666.893404,nan,1636.869083,-0.511155441,0.253617753,-2.015456072,0.043856884,0.128515523
XM_038069489.1,2147.990029,1890.177783,1733.715361,978.1813573,1442.799451,1626.59034,nan,1614.484193,-0.52532322,0.252467915,-2.080752404,0.037456575,0.117664371
XM_038069490.1,3283.750251,2665.494912,2466.513547,1614.372591,2171.861995,2440.918922,nan,2405.621161,-0.447005671,0.232587783,-1.921879406,0.054620934,0.147876186
XM_038069491.1,3283.750251,2665.494912,2466.513547,1614.372591,2171.861995,2440.918922,nan,2405.621161,-0.447005671,0.232587783,-1.921879406,0.054620934,0.147876186
XM_038069492.1,366.9932713,809.7408964,834.2486143,2462.62757,1234.808634,1452.97714,nan,1174.722878,1.325859728,0.430982529,3.076365373,0.002095409,0.024773875
XM_038069493.1,3283.750251,2665.494912,2466.513547,1614.372591,2171.861995,2440.918922,nan,2405.621161,-0.447005671,0.232587783,-1.921879406,0.054620934,0.147876186
XM_038069494.1,3283.750251,2665.494912,2466.513547,1614.372591,2171.861995,2440.918922,nan,2405.621161,-0.447005671,0.232587783,-1.921879406,0.054620934,0.147876186
XM_038069495.1,4981.993624,3558.948152,3569.786959,2410.358337,3504.097907,3890.795826,nan,3597.677417,-0.315084887,0.264429337,-1.191565545,0.233431642,0.369272067
XM_038069496.1,4981.993624,3558.948152,3569.786959,2410.358337,3504.097907,3890.795826,nan,3597.677417,-0.315084887,0.264429337,-1.191565545,0.233431642,0.369272067
XM_038069497.1,4981.993624,3558.948152,3569.786959,2410.358337,3504.097907,3890.795826,nan,3597.677417,-0.315084887,0.264429337,-1.191565545,0.233431642,0.369272067
XM_038069498.1,3371.300933,2582.564926,2654.015679,2314.780311,2482.753531,2612.465298,nan,2629.73544,-0.228955007,0.163045269,-1.404241948,0.160246814,0.287014675
XM_038069499.1,3340.118498,2568.482476,2633.182108,2287.898992,2456.481007,2583.529765,nan,2605.339765,-0.233779599,0.162441479,-1.439161972,0.150104637,0.274555121
XM_038069500.1,3340.118498,2570.047193,2634.993723,2287.898992,2458.670384,2589.730236,nan,2607.484993,-0.232694857,0.162534585,-1.431663651,0.152240104,0.27728887
XM_038069501.1,3239.375247,2469.122965,2550.753635,2186.347339,2336.065271,2476.054926,nan,2504.810177,-0.251750828,0.164489665,-1.530496327,0.125893922,0.244555345
XM_038069502.1,3340.118498,2570.047193,2634.993723,2287.898992,2458.670384,2589.730236,nan,2607.484993,-0.232694857,0.162534585,-1.431663651,0.152240104,0.27728887
XM_038069503.1,3340.118498,2570.047193,2634.993723,2287.898992,2458.670384,2589.730236,nan,2607.484993,-0.232694857,0.162534585,-1.431663651,0.152240104,0.27728887
XM_038069504.1,3340.118498,2570.047193,2634.993723,2287.898992,2458.670384,2589.730236,nan,2607.484993,-0.232694857,0.162534585,-1.431663651,0.152240104,0.27728887
XM_038069505.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069506.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069507.1,366.9932713,809.7408964,834.2486143,2462.62757,1234.808634,1452.97714,nan,1174.722878,1.325859728,0.430982529,3.076365373,0.002095409,0.024773875
XM_038069508.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069509.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069510.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069511.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069512.1,319.0202946,280.0842907,222.8286201,219.5307779,251.7783563,211.8494407,nan,247.4040209,-0.27839311,0.226451982,-1.229369278,0.218933383,0.354515507
XM_038069513.1,284.2398866,260.5253319,194.7485908,186.6758316,204.7067506,178.7802597,nan,215.4294458,-0.387962342,0.234560522,-1.653996754,0.098128172,0.208786557
XM_038069514.1,17654.0554,12033.45384,12101.58685,9402.488284,10754.21988,8149.48629,nan,11505.91068,-0.571658321,0.227928351,-2.50806149,0.012139554,0.067278412
XM_038069515.1,15.59121741,8.605941894,19.92776277,2.986813305,30.65127816,18.60141431,nan,16.12654916,0.229157921,0.904663005,0.253307497,0.800030603,0.863276379
XM_038069516.1,3139.831321,2645.935953,2616.877575,2059.407774,2401.746582,2330.343848,nan,2496.533213,-0.320943811,0.15191444,-2.112661642,0.034629739,0.113160464
XM_038069517.1,2313.496798,1567.063783,1572.481644,1786.114356,1422.000369,1424.041606,nan,1653.522056,-0.24672476,0.226517244,-1.089209614,0.276061461,0.41382868
XM_038069518.1,2180.371788,1252.555725,1241.861944,1142.456089,1297.205879,1272.130056,nan,1374.284447,-0.340201536,0.272737238,-1.247360052,0.212265507,0.347224229
XM_038069519.1,1812.179192,1027.236519,1030.80882,1033.437403,1057.469097,1012.743668,nan,1142.503718,-0.325942637,0.271636699,-1.19992121,0.230169942,0.365886851
XM_038069520.1,94.74662886,155.6893124,157.6104874,292.7077039,144.4988828,177.7468478,nan,168.215641,0.561342968,0.398559718,1.408428757,0.159004149,0.285448248
XM_038069521.1,2180.371788,1252.555725,1241.861944,1142.456089,1297.205879,1272.130056,nan,1374.284447,-0.340201536,0.272737238,-1.247360052,0.212265507,0.347224229
XM_038069522.1,1772.601487,1013.154068,1018.127516,1030.45059,1049.806277,998.2759011,nan,1127.647631,-0.312954165,0.268871167,-1.163955837,0.24444191,0.381789666
XM_038069523.1,2396.250183,1429.368713,1760.889583,2535.804496,2283.520223,2597.997531,nan,2130.178427,0.398777455,0.227994426,1.749066683,0.080279494,0.184511126
XM_038069524.1,4510.659128,5773.804652,5847.892567,6660.59367,8512.297821,6482.592885,nan,6216.472579,0.405253739,0.224895048,1.801968268,0.071550398,0.17217848
XM_038069525.1,4510.659128,5773.804652,5847.892567,6660.59367,8512.297821,6482.592885,nan,6216.472579,0.405253739,0.224895048,1.801968268,0.071550398,0.17217848
XM_038069526.1,27.58446157,28.16490074,41.66714035,46.29560623,39.40878621,57.87106673,nan,39.57023961,0.525347519,0.406048036,1.29380633,0.195732326,0.328222814
XM_038069527.1,696.8074857,611.8042328,591.4922315,567.4945279,498.0832701,515.672541,nan,571.8199541,-0.280686907,0.149845516,-1.873175215,0.061044194,0.157675189
XM_038069528.1,172.7027159,113.4419613,117.7549619,120.9659388,134.6466862,152.9449621,nan,133.3004375,0.006912128,0.276273612,0.025019139,0.980039698,0.985788076
XM_038069529.1,169.1047426,107.1830945,115.9433471,119.4725322,131.3626207,151.9115502,nan,130.1643127,0.025700604,0.282939884,0.090834151,0.927624373,0.952793362
XM_038069530.1,542.094636,536.6978308,485.5127658,437.5681492,610.8361862,498.1045386,nan,511.6851964,-0.03154463,0.208652646,-0.151182507,0.879831749,0.920979412
XM_038069531.1,3216.588084,2721.042355,2582.456894,4072.519941,3368.356532,3321.385865,nan,3162.965236,0.322112614,0.165932427,1.941227637,0.052230672,0.14392286
XM_038069532.1,3571.588111,3481.494675,3070.687082,2912.142972,3643.123347,3558.037192,nan,3325.914274,-0.016762824,0.170708312,-0.098195709,0.921776889,0.948738921
XM_038069533.1,3571.588111,3481.494675,3070.687082,2912.142972,3643.123347,3558.037192,nan,3325.914274,-0.016762824,0.170708312,-0.098195709,0.921776889,0.948738921
XM_038069534.1,5213.463236,4887.392637,4433.02141,3926.166089,4211.266682,4522.2105,nan,4468.588651,-0.214643402,0.138504332,-1.549723387,0.121207922,0.238822413
XM_038069535.1,5020.372005,4629.21438,4261.823812,3821.627624,4021.88557,4335.162945,nan,4287.005642,-0.20719046,0.133781972,-1.548717335,0.121449685,0.238968418
XM_038069536.1,3216.588084,2721.042355,2582.456894,4072.519941,3368.356532,3321.385865,nan,3162.965236,0.322112614,0.165932427,1.941227637,0.052230672,0.14392286
XM_038069537.1,5213.463236,4887.392637,4433.02141,3926.166089,4211.266682,4522.2105,nan,4468.588651,-0.214643402,0.138504332,-1.549723387,0.121207922,0.238822413
XM_038069538.1,5039.561196,4636.255606,4278.128345,3827.60125,4030.643078,4350.664124,nan,4299.123699,-0.207946585,0.134117986,-1.550475006,0.121027548,0.238624894
XM_038069539.1,5019.172681,4610.43778,4256.388967,3749.944104,4001.086488,4318.628355,nan,4264.890021,-0.217360616,0.137401101,-1.581942319,0.113662739,0.228999689
XM_038069540.1,1637.077828,1245.5145,1135.882478,1459.058299,1427.473811,1429.208666,nan,1367.034468,0.090286505,0.184823781,0.488500475,0.625195389,0.730323315
XM_038069541.1,5897.078153,4097.993058,3796.238809,3724.556191,4843.996638,5046.150336,nan,4495.389897,-0.028118219,0.245008196,-0.114764402,0.908631865,0.939886035
XM_038069542.1,10600.82851,7544.281607,6871.454928,6920.446427,8452.089953,8603.154116,nan,8036.795765,-0.071395686,0.226039558,-0.315854831,0.752112698,0.827909725
XM_038069543.1,6118.95317,4180.140685,3884.102126,3929.152903,5007.105225,5256.966365,nan,4653.778064,-0.008372706,0.246024519,-0.034031998,0.972851635,0.980984807
XM_038069544.1,2682.888718,3773.314341,3495.510752,6154.328815,3873.007933,4575.947919,nan,4033.200013,0.528998497,0.267001923,1.98125351,0.047562851,0.135607855
XM_038069545.1,2682.888718,3773.314341,3495.510752,6154.328815,3873.007933,4575.947919,nan,4033.200013,0.528998497,0.267001923,1.98125351,0.047562851,0.135607855
XM_038069546.1,3244.172545,2782.848665,2628.653071,4178.551814,3443.890039,3398.891758,nan,3228.053916,0.33347525,0.164519131,2.026969431,0.042665539,0.126670227
XM_038069547.1,2666.098177,3730.284632,3482.829449,6139.394748,3857.682294,4568.714036,nan,4014.990556,0.535994863,0.266613662,2.010380337,0.04439095,0.129257246
XM_038069548.1,2682.888718,3773.314341,3495.510752,6154.328815,3873.007933,4575.947919,nan,4033.200013,0.528998497,0.267001923,1.98125351,0.047562851,0.135607855
XM_038069549.1,2682.888718,3773.314341,3495.510752,6154.328815,3873.007933,4575.947919,nan,4033.200013,0.528998497,0.267001923,1.98125351,0.047562851,0.135607855
XM_038069550.1,3004.307662,2956.53222,2401.295414,2906.169346,3328.947746,3343.087515,nan,2946.673515,0.180535361,0.168726457,1.069988454,0.284624506,0.42304572
XM_038069551.1,3004.307662,2956.53222,2401.295414,2906.169346,3328.947746,3343.087515,nan,2946.673515,0.180535361,0.168726457,1.069988454,0.284624506,0.42304572
XM_038069552.1,177.5000136,664.2222425,869.5751029,1554.636325,842.9101494,981.7413106,nan,837.2843214,0.945816463,0.57077057,1.657086951,0.097501897,0.207815192
XM_038069553.1,110.3378463,629.7984749,808.8860072,1494.900059,746.5775609,1001.376137,nan,787.9713632,1.02759686,0.658994349,1.559340929,0.118915709,0.235906424
