Gene,Ant_VF1,Ant_VF2,Ant_VF3,Ant_Vm1,Ant_Vm2,Ant_Vm3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038067794.1,361.892611,188.7045996,286.9410042,661.6628391,407.1093354,227.4847629,nan,352.3326438,0.641261082,0.479646333,1.336945657,0.181240376,0.497379127
XM_038067795.1,50.71106651,29.35404883,21.76793825,25.12643693,14.00111471,0,nan,23.20185889,-1.376993501,1.475905953,-0.932981873,0.350829328,0.67821974
XM_038067796.1,361.892611,188.7045996,285.9515525,661.6628391,407.1093354,227.4847629,nan,352.1682508,0.642985076,0.479664103,1.340490296,0.180085997,0.495706778
XM_038067797.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067798.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067799.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067800.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067801.1,3615.468537,3367.328744,3271.127448,2531.488521,3219.179374,3793.964627,nan,3269.6489,-0.088262255,0.209142544,-0.422019611,0.673010703,0.876899678
XM_038067802.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067803.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067804.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067805.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067806.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067807.1,3140.628551,2805.408381,2735.834058,2116.902311,2597.745283,3018.547815,nan,2710.782011,-0.151761621,0.205933708,-0.736944052,0.461156374,0.753656806
XM_038067808.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067809.1,17.28786358,0,4.947258694,173.7911888,0,0,nan,32.35428041,2.993680805,2.370996013,1.262625828,NA,NA
XM_038067810.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067811.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067812.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067813.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067814.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067815.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067816.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067817.1,1339.233166,1360.769835,1252.645901,1136.971271,1186.863724,1602.236431,nan,1301.563672,0.005152674,0.230044842,0.022398565,0.982130025,0.997152757
XM_038067818.1,2573.586625,2372.436161,2319.274876,1800.72798,2072.164977,2313.126315,nan,2220.758991,-0.217201574,0.189093687,-1.148645296,0.250702271,0.583904135
XM_038067819.1,0,3.14507666,0.989451739,12.56321846,1.077008824,1.093676745,nan,3.138702,1.913869462,2.812510963,0.680484267,0.49619788,NA
XM_038067820.1,84.13426944,63.94989209,36.60971434,154.9463611,29.07923824,44.84074653,nan,68.31626195,0.319478939,0.855473534,0.373452745,0.70881151,0.893153067
XM_038067821.1,0,3.14507666,0.989451739,12.56321846,1.077008824,1.093676745,nan,3.138702,1.913869462,2.812510963,0.680484267,0.49619788,NA
XM_038067822.1,0,3.14507666,0.989451739,12.56321846,1.077008824,1.093676745,nan,3.138702,1.913869462,2.812510963,0.680484267,0.49619788,NA
XM_038067823.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067824.1,0,8.386871093,2.968355216,0,2.154017647,0,nan,2.141899407,-2.449885479,3.886701944,-0.63032502,0.528481957,NA
XM_038067825.1,13.83029087,8.386871093,3.957806955,39.78352514,5.385044119,0,nan,11.70639845,0.800471169,1.92727979,0.415337292,0.677895005,0.879346434
XM_038067826.1,0,0,0.989451739,0,0,0,nan,0.164392957,-0.947770792,4.080472857,-0.232269844,0.816328433,NA
XM_038067827.1,121.0150451,119.5129131,208.7743169,69.09770155,142.1651647,90.7751698,nan,124.0701903,-0.561405458,0.559444325,-1.003505502,0.315617024,0.642750705
XM_038067828.1,431.0440653,315.5560249,279.0253903,230.3256718,390.954203,391.5362746,nan,336.7753956,-0.002958427,0.38683401,-0.007647795,0.993898002,0.999430153
XM_038067829.1,74.91407553,35.64420215,69.26162172,37.68965539,49.54240589,62.33957444,nan,54.47863262,-0.247189356,0.720033545,-0.343302555,0.731370859,0.905799648
XM_038067830.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067831.1,2071.086057,1779.065031,3555.100097,4212.865925,3203.024242,5725.397758,nan,3399.37003,0.842784362,0.317784773,2.652060243,0.008000227,0.065032122
XM_038067832.1,1180.184821,735.9479385,880.6120475,1614.373573,801.2945648,1043.367614,nan,1032.9453,0.319755808,0.333309019,0.9593374,0.3373888,0.665303735
XM_038067833.1,49.55854227,12.58030664,22.75738999,16.75095795,22.6171853,59.05854421,nan,30.58813173,0.222046194,1.049189902,0.211635848,0.83239114,0.9502247
XM_038067834.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067835.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067836.1,885.1386154,941.4262802,943.9369588,1028.090044,1046.852577,876.0350724,nan,944.7556712,0.10481765,0.210707757,0.49745511,0.618868151,0.848194116
XM_038067837.1,172.8786358,207.5750596,270.1203247,259.6398483,248.7890383,325.9156699,nan,245.6311665,0.373642913,0.382073482,0.977934693,0.328106625,0.65726696
XM_038067838.1,0,0,0,2.093869744,0,0,nan,0.330408173,1.866139859,4.038245511,0.462116494,0.643997782,NA
XM_038067839.1,0,1.048358887,0.989451739,0,0,0,nan,0.329072435,-1.845229553,4.037609797,-0.457010372,0.647663591,NA
XM_038067840.1,1.152524239,0,0,0,0,0,nan,0.163929683,-0.947770792,4.080472857,-0.232269844,0.816328433,NA
XM_038067841.1,1.152524239,0,0,0,0,0,nan,0.163929683,-0.947770792,4.080472857,-0.232269844,0.816328433,NA
XM_038067842.1,58.77873618,83.86871093,99.93462562,249.1704995,119.5479794,65.62060468,nan,111.9774819,0.850759206,0.661450906,1.286201589,0.198372717,0.52055043
XM_038067843.1,2200.168772,2132.361976,1898.757887,982.02491,3092.092333,3172.756236,nan,2228.132841,0.233969488,0.388009331,0.602999642,0.546508928,0.806158099
XM_038067844.1,48.40601803,53.46630322,93.99791518,117.2567057,38.77231765,74.37001863,nan,70.1946647,0.251228237,0.727046937,0.345546105,0.729683855,0.904925747
XM_038067845.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067846.1,14494.14483,12706.10971,14265.91517,13855.1361,31740.52704,25643.43863,nan,18641.9441,0.795743883,0.280725122,2.834601606,0.004588286,0.041319906
XM_038067847.1,0,0,0.989451739,0,0,0,nan,0.164392957,-0.947770792,4.080472857,-0.232269844,0.816328433,NA
XM_038067848.1,1166.35453,1196.17749,1310.034102,745.4176289,1379.648303,958.0608283,nan,1115.07911,-0.238154576,0.284411534,-0.837359064,0.402390768,0.71438027
XM_038067849.1,1166.35453,1196.17749,1310.034102,745.4176289,1379.648303,958.0608283,nan,1115.07911,-0.238154576,0.284411534,-0.837359064,0.402390768,0.71438027
XM_038067850.1,866.6982276,901.5886426,794.5297462,674.2260576,855.145006,1084.927331,nan,855.5001102,0.04307857,0.269887306,0.159616882,0.87318288,0.964402797
XM_038067851.1,95.65951182,94.3522998,115.7658534,408.3046001,119.5479794,65.62060468,nan,148.587412,0.967081061,0.711814149,1.35861455,0.174268762,0.489917407
XM_038067852.1,23.05048478,0,0,0,0,0,nan,3.770382711,-5.363663171,3.918356867,-1.3688552,0.171044542,NA
XM_038067853.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067854.1,23.05048478,0,0,0,0,0,nan,3.770382711,-5.363663171,3.918356867,-1.3688552,0.171044542,NA
XM_038067855.1,23.05048478,0,0,0,0,0,nan,3.770382711,-5.363663171,3.918356867,-1.3688552,0.171044542,NA
XM_038067856.1,1558.212771,1691.002884,1586.091137,1880.29503,1568.124847,1566.145098,nan,1626.396624,0.066003591,0.189084783,0.34906876,0.727037689,0.903113865
XM_038067857.1,23.05048478,14.67702441,11.87342087,90.036399,51.69642354,0,nan,31.69506063,1.515554496,1.503031716,1.008331681,0.313295259,0.642122701
XM_038067858.1,1781.802473,1917.448404,1771.118612,1423.831426,2415.730792,3064.482238,nan,2046.007532,0.351604438,0.293445517,1.198193249,0.230841793,0.563405415
XM_038067859.1,1.152524239,0,2.968355216,0,0,0,nan,0.657108553,-2.843199857,3.972817832,-0.715663284,0.474199287,NA
XM_038067860.1,16.13533934,0,4.947258694,0,7.539061766,8.749413957,nan,6.272754734,-0.28489382,2.584405961,-0.110235708,0.912222444,0.976204138
XM_038067861.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067862.1,6618.946704,5038.412809,5022.457026,4958.283554,6356.506078,7510.278205,nan,5866.340758,0.190009289,0.222581538,0.853661494,0.393292575,0.708300691
XM_038067863.1,0,1.048358887,5.936710433,8.375478976,42.00334413,66.71428142,nan,20.61698259,4.080062037,1.598176211,2.552948797,0.01068152,0.080473773
XM_038067864.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067865.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067866.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067867.1,2858.260112,3044.434207,3633.266785,8580.678211,5110.406869,6265.67407,nan,4877.349848,1.078934285,0.235262737,4.58608234,4.51640541738388e-06,0.000168931
XM_038067868.1,822.9023065,943.522998,1103.238689,850.1111161,762.5222472,714.1709142,nan,857.7258219,-0.28913429,0.238691343,-1.211331278,0.225768466,0.556743933
XM_038067869.1,1021.136476,797.8011128,961.7470901,967.3678218,972.5389678,387.1615676,nan,842.4741935,-0.245067648,0.376708001,-0.650550683,0.515336574,0.786447296
XM_038067870.1,19020.10751,15488.45419,17976.35919,23051.41201,17428.15679,15461.30814,nan,17900.16298,0.105293299,0.198908762,0.529354754,0.596559379,0.836281893
XM_038067871.1,19020.10751,15488.45419,17976.35919,23051.41201,17428.15679,15461.30814,nan,17900.16298,0.105293299,0.198908762,0.529354754,0.596559379,0.836281893
XM_038067872.1,19020.10751,15488.45419,17976.35919,23051.41201,17428.15679,15461.30814,nan,17900.16298,0.105293299,0.198908762,0.529354754,0.596559379,0.836281893
XM_038067873.1,450.6369774,674.0947641,367.0865951,205.1992349,322.0256383,213.2669652,nan,368.0278496,-0.998333034,0.391319601,-2.551196087,0.010735391,0.080707609
XM_038067874.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067875.1,3591.265528,3139.834866,2915.914274,2345.134113,3327.957265,3159.632115,nan,3051.43767,-0.112430027,0.21149389,-0.53159941,0.595003473,0.835629009
XM_038067876.1,3591.265528,3139.834866,2915.914274,2345.134113,3327.957265,3159.632115,nan,3051.43767,-0.112430027,0.21149389,-0.53159941,0.595003473,0.835629009
XM_038067877.1,10.37271815,10.48358887,1.978903478,6.281609232,0,0,nan,4.606102045,-1.866077352,2.762245663,-0.675565312,0.499316672,NA
XM_038067878.1,1166.35453,1041.020374,1215.046735,1180.942536,1055.468647,616.833684,nan,1035.193156,-0.249860019,0.296202378,-0.843544949,0.398923738,0.711973109
XM_038067879.1,1166.35453,1041.020374,1215.046735,1180.942536,1055.468647,616.833684,nan,1035.193156,-0.249860019,0.296202378,-0.843544949,0.398923738,0.711973109
XM_038067880.1,975.0355061,874.3313115,1052.77665,896.1762505,836.835856,555.5877863,nan,856.3707741,-0.32944455,0.27420435,-1.201456325,0.229574238,0.562153383
XM_038067881.1,1166.35453,1041.020374,1215.046735,1180.942536,1055.468647,616.833684,nan,1035.193156,-0.249860019,0.296202378,-0.843544949,0.398923738,0.711973109
XM_038067882.1,975.0355061,874.3313115,1052.77665,896.1762505,836.835856,555.5877863,nan,856.3707741,-0.32944455,0.27420435,-1.201456325,0.229574238,0.562153383
XM_038067883.1,450.6369774,674.0947641,367.0865951,205.1992349,322.0256383,213.2669652,nan,368.0278496,-0.998333034,0.391319601,-2.551196087,0.010735391,0.080707609
XM_038067884.1,817.1396853,743.2864507,760.8883871,636.5364022,621.4340913,412.3161327,nan,658.2831031,-0.461906973,0.279589288,-1.652091098,0.098515981,0.355993685
XM_038067885.1,817.1396853,743.2864507,760.8883871,636.5364022,621.4340913,412.3161327,nan,658.2831031,-0.461906973,0.279589288,-1.652091098,0.098515981,0.355993685
XM_038067886.1,817.1396853,743.2864507,760.8883871,636.5364022,621.4340913,412.3161327,nan,658.2831031,-0.461906973,0.279589288,-1.652091098,0.098515981,0.355993685
XM_038067887.1,1479.841123,1417.381215,1486.156512,1593.434875,1339.798977,993.0584841,nan,1371.191856,-0.145967531,0.240679351,-0.606481322,0.544195182,0.805279134
XM_038067888.1,1.152524239,1.048358887,1.978903478,25.12643693,0,0,nan,4.787497233,2.65146473,2.983921349,0.888583987,0.3742267,NA
XM_038067889.1,1.152524239,1.048358887,1.978903478,25.12643693,0,0,nan,4.787497233,2.65146473,2.983921349,0.888583987,0.3742267,NA
XM_038067890.1,1.152524239,1.048358887,1.978903478,25.12643693,0,0,nan,4.787497233,2.65146473,2.983921349,0.888583987,0.3742267,NA
XM_038067891.1,1.152524239,1.048358887,1.978903478,25.12643693,0,0,nan,4.787497233,2.65146473,2.983921349,0.888583987,0.3742267,NA
XM_038067892.1,450.6369774,674.0947641,367.0865951,205.1992349,322.0256383,213.2669652,nan,368.0278496,-0.998333034,0.391319601,-2.551196087,0.010735391,0.080707609
XM_038067893.1,475.9925106,655.2243042,655.0170511,703.540234,704.3637707,608.08427,nan,628.0097486,0.188037757,0.268494939,0.700340043,0.48371497,0.769417805
XM_038067894.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067895.1,990.0183212,619.580102,674.8060859,1166.285447,595.5858795,704.3278235,nan,784.2582091,0.123496487,0.349662828,0.353187349,0.723947992,0.90190769
XM_038067896.1,499.0429954,443.4558091,430.4115064,261.733718,329.5647001,464.8126165,nan,401.0317758,-0.36061657,0.343483301,-1.049880939,0.293772856,0.623796368
XM_038067897.1,975.0355061,996.9893012,1097.301978,1231.19541,1010.234277,804.946084,nan,1009.435944,0.00209424,0.247452505,0.0084632,0.993247424,0.999430153
XM_038067898.1,1883.224606,1522.217103,1450.536249,1915.890816,1634.899394,1573.800835,nan,1648.031076,0.091634759,0.209873204,0.436619624,0.662387228,0.870810088
XM_038067899.1,4437.21832,4642.13315,3834.125488,3565.860174,3505.663721,2952.92721,nan,3785.018169,-0.351738439,0.176814183,-1.989311221,0.046666862,0.224627964
XM_038067900.1,1076.457639,1153.194775,1160.62689,902.4578597,1156.707477,1247.885166,nan,1106.171254,-0.021084439,0.228342395,-0.092336945,0.926430336,0.980350712
XM_038067901.1,0,3.14507666,6.926162172,8.375478976,21.54017647,0,nan,6.610553646,1.59426657,2.554114513,0.624195415,0.532499257,0.798052735
XM_038067902.1,0,0,0.989451739,0,0,0,nan,0.164392957,-0.947770792,4.080472857,-0.232269844,0.816328433,NA
XM_038067903.1,16.13533934,10.48358887,7.91561391,29.31417642,0,0,nan,10.37573187,-0.221040059,2.320694188,-0.095247388,0.924118331,0.979657148
XM_038067904.1,56.4736877,61.85317431,162.2700852,29.31417642,104.4698559,10.93676745,nan,69.87629882,-0.947975073,0.957194826,-0.990367945,0.321994307,0.649872028
XM_038067905.1,456.3995986,792.5593183,703.5001863,512.9980873,190.6305618,166.2388652,nan,465.1806612,-1.155730734,0.489790758,-2.359641776,0.01829259,0.119645376
XM_038067906.1,456.3995986,792.5593183,703.5001863,512.9980873,190.6305618,166.2388652,nan,465.1806612,-1.155730734,0.489790758,-2.359641776,0.01829259,0.119645376
XM_038067907.1,456.3995986,792.5593183,703.5001863,512.9980873,190.6305618,166.2388652,nan,465.1806612,-1.155730734,0.489790758,-2.359641776,0.01829259,0.119645376
XM_038067908.1,456.3995986,792.5593183,703.5001863,512.9980873,190.6305618,166.2388652,nan,465.1806612,-1.155730734,0.489790758,-2.359641776,0.01829259,0.119645376
XM_038067909.1,456.3995986,792.5593183,703.5001863,512.9980873,190.6305618,166.2388652,nan,465.1806612,-1.155730734,0.489790758,-2.359641776,0.01829259,0.119645376
XM_038067910.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067911.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067912.1,16.13533934,10.48358887,7.91561391,29.31417642,0,0,nan,10.37573187,-0.221040059,2.320694188,-0.095247388,0.924118331,0.979657148
XM_038067913.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067914.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067915.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067916.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067917.1,59.93126042,1.048358887,25.72574521,18.8448277,1.077008824,0,nan,17.57919734,-2.110626641,1.961915174,-1.075799132,0.282017101,0.613784626
XM_038067918.1,3898.9895,3366.280385,3909.32382,3963.695426,3954.776401,3150.882701,nan,3672.208177,3.57894342125281e-05,0.181382596,0.000197315,0.999842566,0.999842566
XM_038067919.1,3898.9895,3366.280385,3909.32382,3963.695426,3953.699392,3149.789024,nan,3671.87556,-0.000225574,0.181419325,-0.001243386,0.999007921,0.999632822
XM_038067920.1,3898.9895,3366.280385,3909.32382,3963.695426,3954.776401,3150.882701,nan,3672.208177,3.57894342125281e-05,0.181382596,0.000197315,0.999842566,0.999842566
XM_038067921.1,3898.9895,3366.280385,3909.32382,3963.695426,3954.776401,3150.882701,nan,3672.208177,3.57894342125281e-05,0.181382596,0.000197315,0.999842566,0.999842566
XM_038067922.1,3869.02387,3345.313207,3872.714106,3905.067073,3918.158101,3150.882701,nan,3642.038063,-0.001217138,0.179037956,-0.006798211,0.994575855,0.999430153
XM_038067923.1,9358.496819,5820.488539,6471.014372,5582.256738,7154.569616,9159.542736,nan,7193.107821,0.03231053,0.258965254,0.124767818,0.900707366,0.973131398
XM_038067924.1,5503.303241,4111.663554,4291.252191,6225.074749,4624.675889,4672.187053,nan,4859.27638,0.172359065,0.209881389,0.82122129,0.411520232,0.719498852
XM_038067925.1,2852.497491,2544.367018,2400.409918,1997.551736,2532.047745,3193.536094,nan,2563.817921,0.001998205,0.231480935,0.008632266,0.993112534,0.999430153
XM_038067926.1,1834.818588,1965.672913,1659.310566,2606.867831,2631.132556,2674.039641,nan,2210.282328,0.549188562,0.171264914,3.206661246,0.00134285,0.015954716
XM_038067927.1,1834.818588,1965.672913,1659.310566,2606.867831,2631.132556,2674.039641,nan,2210.282328,0.549188562,0.171264914,3.206661246,0.00134285,0.015954716
XM_038067928.1,1834.818588,1965.672913,1659.310566,2606.867831,2631.132556,2674.039641,nan,2210.282328,0.549188562,0.171264914,3.206661246,0.00134285,0.015954716
XM_038067929.1,1763.362085,1828.337898,1527.713485,2290.6935,2474.966277,2557.016229,nan,2056.637356,0.530850095,0.181259004,2.928682629,0.003404018,0.032431452
XM_038067930.1,1763.362085,1828.337898,1527.713485,2290.6935,2474.966277,2557.016229,nan,2056.637356,0.530850095,0.181259004,2.928682629,0.003404018,0.032431452
XM_038067931.1,1763.362085,1828.337898,1527.713485,2290.6935,2474.966277,2557.016229,nan,2056.637356,0.530850095,0.181259004,2.928682629,0.003404018,0.032431452
XM_038067932.1,1763.362085,1828.337898,1527.713485,2290.6935,2474.966277,2557.016229,nan,2056.637356,0.530850095,0.181259004,2.928682629,0.003404018,0.032431452
XM_038067933.1,1763.362085,1828.337898,1527.713485,2290.6935,2474.966277,2557.016229,nan,2056.637356,0.530850095,0.181259004,2.928682629,0.003404018,0.032431452
XM_038067934.1,1563.975392,1619.71448,1409.968728,2188.093883,2362.957359,2464.053706,nan,1919.266997,0.624991615,0.178686331,3.497702441,0.000469284,0.006897147
XM_038067935.1,866.6982276,901.5886426,794.5297462,674.2260576,855.145006,1084.927331,nan,855.5001102,0.04307857,0.269887306,0.159616882,0.87318288,0.964402797
XM_038067936.1,2897.445936,2594.688245,2419.209501,1997.551736,2596.668274,3193.536094,nan,2593.483629,-0.007071868,0.23143747,-0.030556278,0.975623411,0.99571806
XM_038067937.1,1683.837913,1767.533083,1506.934998,2278.130282,2462.042171,2549.360492,nan,2024.717086,0.569938417,0.178702042,3.189322357,0.001426068,0.016617605
XM_038067938.1,1430.28258,1500.201567,1258.582612,2064.555568,2219.715186,2233.287912,nan,1770.137331,0.651996344,0.182925783,3.564267071,0.000364874,0.005698273
XM_038067939.1,1430.28258,1500.201567,1258.582612,2064.555568,2219.715186,2233.287912,nan,1770.137331,0.651996344,0.182925783,3.564267071,0.000364874,0.005698273
XM_038067940.1,1430.28258,1500.201567,1258.582612,2064.555568,2219.715186,2233.287912,nan,1770.137331,0.651996344,0.182925783,3.564267071,0.000364874,0.005698273
XM_038067941.1,1563.975392,1620.762839,1411.947631,2217.408059,2388.805571,2465.147382,nan,1929.025057,0.635483962,0.177209997,3.586050294,0.000335724,0.005365516
XM_038067942.1,1010.763757,849.1706982,840.0445262,1369.390813,1359.185136,1154.922642,nan,1087.764502,0.537976811,0.214631639,2.506512157,0.012192886,0.088405722
XM_038067943.1,228.1997993,196.0431118,279.0253903,657.4750996,372.645053,539.1826351,nan,375.8420592,1.172176588,0.361469123,3.242812493,0.001183561,0.014459076
XM_038067944.1,0,0,0.989451739,0,0,0,nan,0.164392957,-0.947770792,4.080472857,-0.232269844,0.816328433,NA
XM_038067945.1,2852.497491,2544.367018,2392.494304,1997.551736,2532.047745,3146.507994,nan,2554.654946,-0.005372947,0.228801484,-0.02348301,0.981264991,0.996965983
XM_038067946.1,123.3200936,140.4800908,155.343923,77.47318053,189.553553,103.8992907,nan,130.2575621,-0.158335883,0.546888848,-0.28952114,0.772182605,0.92464845
XM_038067947.1,123.3200936,138.383373,145.4494056,77.47318053,164.78235,103.8992907,nan,124.1432147,-0.216766768,0.524065681,-0.413625193,0.67914862,0.879564518
XM_038067948.1,164.8109662,147.818603,158.3122782,364.3333355,191.7075706,355.444942,nan,228.6088387,0.966260277,0.422079756,2.289283634,0.022062878,0.135392093
XM_038067949.1,39.18582412,50.32122656,35.6202626,117.2567057,15.07812353,2.187353489,nan,42.69284169,0.108448565,1.268784206,0.085474397,0.931884249,0.982813723
XM_038067950.1,1865.936743,1546.329358,1813.665037,1664.626447,1946.154944,1627.390996,nan,1727.769451,0.017330352,0.195758439,0.088529273,0.929456019,0.981817376
XM_038067951.1,4545.555598,3992.150641,4723.642601,1949.392732,2393.113606,2814.030264,nan,3367.450083,-0.875005884,0.20609958,-4.245549083,2.1805876694272e-05,0.00061091
XM_038067952.1,426.4339684,329.1846904,332.4557842,341.3007683,574.045703,492.1545351,nan,412.1571248,0.387132396,0.34028964,1.137655546,0.255264343,0.587681224
XM_038067953.1,6.915145433,0,2.968355216,31.40804616,0,0,nan,6.762013328,1.642202166,3.114909336,0.527207051,0.598049813,0.836914578
XM_038067954.1,131.3877632,132.0932197,140.5021469,374.8026842,124.9330236,5.468383723,nan,149.883589,0.330672806,1.005798944,0.328766309,0.74233233,0.910811921
XM_038067955.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067956.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067957.1,217.8270811,98.54573535,130.6076295,364.3333355,425.4184854,367.4753862,CSP10,265.3875781,1.382354898,0.424671413,3.255116442,0.001133459,0.01396786
XM_038067958.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038067959.1,2059.560815,1606.085814,1863.137624,1513.867825,1811.528841,2037.519775,nan,1798.992719,-0.02868899,0.217095681,-0.132149059,0.894866393,0.971065673
XM_038067960.1,2715.347107,1879.707484,1967.030057,1568.308438,1559.508777,1456.777424,nan,1838.752302,-0.502949338,0.219865391,-2.287533006,0.022164731,0.135662228
XM_038067961.1,314.6391172,337.5715615,208.7743169,261.733718,203.5546677,52.49648374,nan,227.4148597,-0.724003203,0.605334744,-1.196037746,0.231681829,0.564122645
XM_038067962.1,237.4199932,196.0431118,224.6055447,374.8026842,304.7934971,42.65339304,nan,227.7693093,0.146303236,0.68686806,0.213000493,0.831326578,0.949626956
XM_038067963.1,11.52524239,1.048358887,14.84177608,90.036399,5.385044119,0,nan,20.29430957,1.771486301,1.911894519,0.926560688,0.354154674,0.68020643
XM_038067964.1,631.5832829,490.631959,500.6625798,276.3908062,520.1952619,573.0866142,nan,494.2291574,-0.230639646,0.368039122,-0.626671548,0.530874558,0.797029891
XM_038067965.1,330.7744566,321.8461782,321.5718151,378.9904237,356.4899207,460.4379095,nan,358.6116366,0.308235535,0.29865681,1.032072683,0.30203807,0.629897162
XM_038067966.1,703.0397857,697.1586596,778.6985184,1044.841002,1516.428424,1157.109996,nan,975.0285843,0.784829622,0.245176363,3.201081918,0.001369126,0.016111445
XM_038067967.1,1267.776663,1239.160204,1317.949716,1260.509586,744.2130972,450.5948188,nan,1035.436678,-0.62748985,0.365380246,-1.717361177,0.085913201,0.325947613
XM_038067968.1,739.9205613,876.4280293,874.6753371,1120.220313,526.6573148,553.4004328,nan,774.0703709,-0.166973255,0.353855563,-0.471868389,0.637020733,0.857664785
XM_038067969.1,237.4199932,196.0431118,227.5738999,374.8026842,304.7934971,42.65339304,nan,228.2624882,0.139737379,0.686692281,0.203493447,0.838749367,0.953061345
XM_038067970.1,689.2094948,333.378126,377.9705642,613.503835,607.4329766,673.7048747,nan,544.4478124,0.45196115,0.358082613,1.262170054,0.206887602,0.533422279
