Gene,Ant_MF1,Ant_MF2,Ant_MF3,Ant_VF1,Ant_VF2,Ant_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038068994.1,1188.789579,2756.709688,2020.210832,963.5102637,1360.769835,1642.489886,nan,1648.856573,-0.575774348,0.274873095,-2.094691548,0.036198421,0.333214179
XM_038068995.1,1144.660268,2710.960038,1987.98661,960.052691,1330.367427,1624.679755,nan,1620.076488,-0.565051524,0.277443818,-2.036634039,0.041686729,0.355459023
XM_038068996.1,0.900598166,0,0,0,0,0,nan,0.163028617,-0.945339403,4.080472857,-0.231673984,0.81679124,NA
XM_038068997.1,1002.365758,1022.915254,912.1933571,726.0902705,734.8995796,866.7597232,nan,873.3454082,-0.318430217,0.156120936,-2.039638146,0.04138638,0.354614697
XM_038068998.1,1002.365758,1022.915254,912.1933571,726.0902705,734.8995796,866.7597232,nan,873.3454082,-0.318430217,0.156120936,-2.039638146,0.04138638,0.354614697
XM_038068999.1,5056.8587,3369.051159,3493.436154,5035.3784,4139.969244,4070.604453,nan,4176.307885,0.17146562,0.17973012,0.95401717,0.340074951,0.838621401
XM_038069000.1,114.375967,97.36464004,162.7736335,156.7432965,94.3522998,124.6709191,nan,124.630588,0.023632774,0.340986589,0.069307049,0.944745215,0.993380448
XM_038069001.1,27887.0222,26276.72213,24808.51952,23420.44506,27109.51245,22669.32879,nan,25247.85351,-0.09288871,0.123540555,-0.751888405,0.452118172,0.884510138
XM_038069002.1,541.2594975,310.8630074,498.2360456,424.1289199,397.3280181,539.2511976,nan,449.7664686,0.028317814,0.245594842,0.115302966,0.908204987,0.98430381
XM_038069003.1,27820.37793,26194.60738,24777.94782,23369.73399,27007.82164,22632.71907,nan,25186.85116,-0.093306601,0.123134773,-0.757759964,0.448594694,0.884510138
XM_038069004.1,27887.0222,26276.72213,24808.51952,23420.44506,27109.51245,22669.32879,nan,25247.85351,-0.09288871,0.123540555,-0.751888405,0.452118172,0.884510138
XM_038069005.1,27887.0222,26276.72213,24808.51952,23420.44506,27109.51245,22669.32879,nan,25247.85351,-0.09288871,0.123540555,-0.751888405,0.452118172,0.884510138
XM_038069006.1,27669.97804,26024.51252,24558.1621,23223.36341,26770.89253,22430.87092,nan,24999.82842,-0.094988282,0.123285875,-0.770471733,0.441020116,0.88274613
XM_038069007.1,3412.36645,3025.342249,2954.713265,3777.974455,5934.759658,2976.27083,nan,3665.961474,0.450004934,0.218545254,2.059092691,0.03948536,0.347337043
XM_038069008.1,63.94246976,63.34566943,45.44441543,41.4908726,42.98271435,41.55697303,IR19,49.39524724,-0.431302798,0.422521985,-1.020781907,0.307357778,0.825054859
XM_038069009.1,181.0202313,58.65339762,61.14339531,172.8786358,30.40240771,39.57806955,nan,90.11451043,-0.281929456,0.63597109,-0.443305458,0.657544808,0.945980688
XM_038069010.1,1.801196331,0,4.957572593,0,48.22450879,0.989451739,nan,9.299577131,2.812811629,1.723681062,1.631863163,0.102708316,0.550754567
XM_038069011.1,114.375967,107.9222516,61.14339531,58.77873618,85.96542871,66.2932665,nan,81.83158949,-0.405494212,0.386201097,-1.049956137,0.29373828,0.810949309
XM_038069012.1,74.74964775,103.2299798,81.79994778,63.38883314,113.2227598,50.46203868,nan,80.62840853,-0.187988117,0.410386219,-0.458076095,0.646897772,0.942882695
XM_038069013.1,74.74964775,103.2299798,81.79994778,63.38883314,113.2227598,50.46203868,nan,80.62840853,-0.187988117,0.410386219,-0.458076095,0.646897772,0.942882695
XM_038069014.1,597.997182,654.5719174,465.1855616,411.4511533,492.7286767,437.3376685,OR29,507.2155246,-0.340505536,0.196210028,-1.735413524,0.082667586,0.497796843
XM_038069015.1,1303.165546,1241.105894,1022.912478,773.3437643,977.0704824,950.863121,OR45,1039.109735,-0.384148616,0.168086465,-2.285422664,0.022288056,0.258409049
XM_038069016.1,755.6018609,801.2054114,748.5934615,611.9903708,698.2070185,690.6373137,OR44,714.6647947,-0.188538585,0.154214763,-1.222571571,0.221491556,0.741716682
XM_038069017.1,31.5209358,22.28829109,6.61009679,70.30397857,8.386871093,22.75738999,OR120,26.93382801,0.75342233,0.83798916,0.899083623,0.36860812,0.850654711
XM_038069018.1,3099.858886,3574.338051,3288.523153,3507.131259,4294.078,3972.648731,nan,3610.179801,0.25648245,0.137117319,1.870532862,0.061409858,0.4370764
XM_038069019.1,110.7735744,263.9402893,266.0563958,271.9957204,187.6562407,188.9852821,nan,214.5373033,0.031010225,0.349225394,0.088797166,0.92924311,0.989646099
XM_038069020.1,1500.396544,1847.582025,1891.313944,1398.011902,1635.439863,1955.156636,nan,1698.199206,-0.055911218,0.175235737,-0.319062875,0.749678835,0.961136226
XM_038069021.1,1500.396544,1847.582025,1891.313944,1398.011902,1635.439863,1955.156636,nan,1698.199206,-0.055911218,0.175235737,-0.319062875,0.749678835,0.961136226
XM_038069022.1,546.6630865,586.5339762,773.3813245,646.566098,537.8081089,723.2892211,nan,633.8131473,0.015951591,0.206281828,0.077329116,0.938361729,0.99161544
XM_038069023.1,545.7624884,585.3609082,771.7288003,646.566098,537.8081089,723.2892211,nan,633.1524464,0.018979356,0.206475199,0.091920754,0.926761002,0.988565804
XM_038069024.1,46426.73604,30851.68715,31335.9901,27294.07902,29550.09194,35731.08119,nan,33352.68873,-0.211715122,0.179891673,-1.176903406,0.239234063,0.764493432
XM_038069025.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069026.1,46352.88699,30730.86115,31194.69928,27218.01242,29469.3683,35646.97779,nan,33256.86565,-0.210987726,0.180412928,-1.169471213,0.242213833,0.766134238
XM_038069027.1,46351.08579,30730.86115,31193.87302,27218.01242,29463.07815,35644.00944,nan,33254.87505,-0.21108808,0.180405312,-1.170076856,0.241970041,0.766134238
XM_038069028.1,46352.88699,30730.86115,31193.87302,27218.01242,29463.07815,35644.00944,nan,33255.20111,-0.211114446,0.180413165,-1.170172063,0.241931733,0.766134238
XM_038069029.1,46054.78899,30524.40119,30982.34992,27086.62466,29166.39259,35388.73089,nan,33023.12139,-0.212228271,0.180401391,-1.176422583,0.239426052,0.764493432
XM_038069030.1,629.5181178,717.9175868,813.8681673,592.3974588,674.0947641,748.0255145,nan,693.4035764,-0.087364705,0.181930157,-0.480210133,0.631077982,0.942592241
XM_038069031.1,629.5181178,717.9175868,813.8681673,592.3974588,674.0947641,748.0255145,nan,693.4035764,-0.087364705,0.181930157,-0.480210133,0.631077982,0.942592241
XM_038069032.1,629.5181178,717.9175868,813.8681673,592.3974588,674.0947641,748.0255145,nan,693.4035764,-0.087364705,0.181930157,-0.480210133,0.631077982,0.942592241
XM_038069033.1,1234.720085,796.5131396,860.1388448,1142.151521,1030.536786,898.4221788,nan,989.3625414,0.10553055,0.198982687,0.530350415,0.595868998,0.932912763
XM_038069034.1,2554.096398,3595.453274,2981.979915,3829.838046,3680.788051,4239.800701,nan,3470.420839,0.37940271,0.160574731,2.362779671,0.01813845,0.2292968
XM_038069035.1,713.2737472,701.4946355,923.7610264,679.9893009,654.1759453,769.7934528,nan,737.5646871,-0.136781775,0.182381057,-0.749977969,0.453267973,0.884510138
XM_038069036.1,993.3597767,1060.453429,1240.21941,822.9023065,986.5057124,1092.35472,nan,1028.385944,-0.167329394,0.174234682,-0.960367888,0.336870094,0.838621401
XM_038069037.1,712.373149,701.4946355,923.7610264,679.9893009,654.1759453,768.804001,nan,737.2345809,-0.136858552,0.18240335,-0.750307229,0.453069689,0.884510138
XM_038069038.1,710.5719527,700.3215675,921.2822402,679.9893009,654.1759453,767.8145493,nan,736.2389602,-0.134445958,0.182026507,-0.73860648,0.460145988,0.884763839
XM_038069039.1,36.02392662,26.9805629,52.88077432,12.67776663,33.54748437,35.6202626,nan,33.01335347,-0.46945066,0.596877532,-0.786510857,0.431568261,0.878342596
XM_038069040.1,990.6579822,1060.453429,1240.21941,822.9023065,986.5057124,1092.35472,nan,1028.059887,-0.166464053,0.174432102,-0.954320053,0.33992166,0.838621401
XM_038069041.1,710.5719527,700.3215675,921.2822402,679.9893009,654.1759453,767.8145493,nan,736.2389602,-0.134445958,0.182026507,-0.73860648,0.460145988,0.884763839
XM_038069042.1,990.6579822,1060.453429,1240.21941,822.9023065,986.5057124,1092.35472,nan,1028.059887,-0.166464053,0.174432102,-0.954320053,0.33992166,0.838621401
XM_038069043.1,990.6579822,1060.453429,1240.21941,822.9023065,986.5057124,1092.35472,nan,1028.059887,-0.166464053,0.174432102,-0.954320053,0.33992166,0.838621401
XM_038069044.1,990.6579822,1060.453429,1240.21941,822.9023065,986.5057124,1092.35472,nan,1028.059887,-0.166464053,0.174432102,-0.954320053,0.33992166,0.838621401
XM_038069045.1,710.5719527,700.3215675,921.2822402,679.9893009,654.1759453,767.8145493,nan,736.2389602,-0.134445958,0.182026507,-0.73860648,0.460145988,0.884763839
XM_038069046.1,710.5719527,700.3215675,921.2822402,679.9893009,654.1759453,767.8145493,nan,736.2389602,-0.134445958,0.182026507,-0.73860648,0.460145988,0.884763839
XM_038069047.1,710.5719527,689.763956,921.2822402,679.9893009,648.9341509,765.8356458,nan,733.419271,-0.133033086,0.183640353,-0.724421863,0.468806781,0.891193848
XM_038069048.1,990.6579822,1060.453429,1240.21941,822.9023065,986.5057124,1092.35472,nan,1028.059887,-0.166464053,0.174432102,-0.954320053,0.33992166,0.838621401
XM_038069049.1,710.5719527,700.3215675,921.2822402,679.9893009,654.1759453,767.8145493,nan,736.2389602,-0.134445958,0.182026507,-0.73860648,0.460145988,0.884763839
XM_038069050.1,710.5719527,689.763956,921.2822402,679.9893009,644.7407153,765.8356458,nan,732.7548472,-0.135777091,0.184063439,-0.737664642,0.460718263,0.885268213
XM_038069051.1,1008.669945,1121.452962,1282.358777,863.2406549,1010.617967,1133.911693,nan,1065.80111,-0.166853448,0.173545632,-0.96143848,0.336331744,0.838621401
XM_038069052.1,53.13529177,58.65339762,58.66460901,70.30397857,68.14332763,88.06120475,nan,65.97425365,0.418361591,0.369526511,1.132155824,0.257568929,0.778303829
XM_038069053.1,53.13529177,58.65339762,58.66460901,70.30397857,68.14332763,88.06120475,nan,65.97425365,0.418361591,0.369526511,1.132155824,0.257568929,0.778303829
XM_038069054.1,1.801196331,4.692271809,19.83029037,4.610096955,1.048358887,13.85232434,nan,7.830576434,-0.42366276,1.286871023,-0.329219287,0.741989946,0.961136226
XM_038069055.1,53.13529177,58.65339762,58.66460901,70.30397857,68.14332763,88.06120475,nan,65.97425365,0.418361591,0.369526511,1.132155824,0.257568929,0.778303829
XM_038069056.1,53.13529177,58.65339762,58.66460901,70.30397857,68.14332763,88.06120475,nan,65.97425365,0.418361591,0.369526511,1.132155824,0.257568929,0.778303829
XM_038069057.1,53.13529177,58.65339762,58.66460901,70.30397857,68.14332763,88.06120475,nan,65.97425365,0.418361591,0.369526511,1.132155824,0.257568929,0.778303829
XM_038069058.1,53.13529177,58.65339762,58.66460901,70.30397857,68.14332763,88.06120475,nan,65.97425365,0.418361591,0.369526511,1.132155824,0.257568929,0.778303829
XM_038069059.1,56.73768443,66.86487328,29.74543556,51.86359075,95.40065869,41.55697303,nan,56.8979629,0.312274084,0.495580518,0.630117756,0.528617543,0.918927874
XM_038069060.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069061.1,1.801196331,0,0,0,0,0,nan,0.326057234,-1.825735275,4.039144898,-0.452010344,0.651261531,NA
XM_038069062.1,0,7.038407714,15.69897988,0,0,0,nan,3.82524514,-5.375265363,2.341927975,-2.295230861,0.021719897,0.253539349
XM_038069063.1,1.801196331,4.692271809,19.83029037,4.610096955,1.048358887,13.85232434,nan,7.830576434,-0.42366276,1.286871023,-0.329219287,0.741989946,0.961136226
XM_038069064.1,10.80717799,8.211475666,33.05048395,0,4.193435547,9.894517388,nan,10.95267293,-1.883084679,1.174986162,-1.602644134,0.109013244,0.560830367
XM_038069065.1,81.05383491,90.32623233,134.6807221,191.3190236,111.126042,126.6498226,nan,122.2844045,0.502667505,0.352391081,1.426447864,0.153739106,0.654273407
XM_038069066.1,23.41555231,69.21100919,61.14339531,33.42320293,26.20897217,44.52532825,nan,42.70681334,-0.544199827,0.55472484,-0.981026606,0.326579621,0.835323994
XM_038069067.1,23.41555231,69.21100919,61.14339531,33.42320293,26.20897217,44.52532825,nan,42.70681334,-0.544199827,0.55472484,-0.981026606,0.326579621,0.835323994
XM_038069068.1,9.906579822,1.173067952,0.826262099,3.457572717,0,0,nan,2.465496791,-1.966505773,2.239921253,-0.877935226,0.379978871,0.854675795
XM_038069069.1,452.1002791,240.4789302,389.9957106,177.4887328,225.3971606,440.3060238,nan,318.9781214,-0.343985409,0.345054533,-0.996901578,0.318812286,0.830356596
XM_038069070.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069071.1,9.906579822,12.90374748,10.74140728,1.152524239,4.193435547,1.978903478,nan,6.781435551,-2.266240103,1.167802583,-1.940602064,0.052306564,0.401161232
XM_038069072.1,9.906579822,12.90374748,10.74140728,1.152524239,4.193435547,1.978903478,nan,6.781435551,-2.266240103,1.167802583,-1.940602064,0.052306564,0.401161232
XM_038069073.1,3.602392662,5.865339762,9.088883087,0,4.193435547,0,nan,3.809583315,-2.240486702,1.783958813,-1.255907191,0.209149621,0.722963793
XM_038069074.1,980.7514024,875.1086924,837.8297682,964.6627879,980.2155591,932.0635379,nan,924.7254808,0.112008247,0.145184585,0.771488567,0.440417396,0.88274613
XM_038069075.1,304.40218,391.8046961,364.3815856,366.502708,311.3625893,357.1920777,nan,347.9492977,-0.018676777,0.206033327,-0.0906493,0.927771257,0.988958393
XM_038069076.1,0.900598166,0,4.957572593,11.52524239,1.048358887,0,nan,3.174646642,1.129318271,2.111107266,0.534941208,0.592690512,0.932648926
XM_038069077.1,0,0,0,0,1.048358887,0,nan,0.166105947,0.978213949,4.080472857,0.239730537,0.81053916,NA
XM_038069078.1,1193.292569,1320.874514,1271.61737,1159.439384,1237.063486,1402.053114,nan,1259.181636,0.020496576,0.147269177,0.139177633,0.889309782,0.981439857
XM_038069079.1,65.74366609,28.15363086,74.36358889,26.50805749,60.80481543,45.51477998,nan,50.07296167,-0.311163008,0.529241978,-0.587940906,0.556571958,0.928302962
XM_038069080.1,65.74366609,28.15363086,74.36358889,26.50805749,60.80481543,45.51477998,nan,50.07296167,-0.311163008,0.529241978,-0.587940906,0.556571958,0.928302962
XM_038069081.1,66.64426426,32.84590266,75.18985099,26.50805749,60.80481543,48.4831352,nan,51.56431895,-0.348720312,0.507820497,-0.686699954,0.492271826,0.90668158
XM_038069082.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069083.1,4370.602898,4847.116779,4781.578766,4485.624338,4384.236864,4669.222755,nan,4572.305432,-0.032361165,0.120623219,-0.268283053,0.78848145,0.964683283
XM_038069084.1,0.900598166,0,0,9.220193911,2.096717773,2.968355216,nan,2.505589513,3.722666959,2.179718055,1.707866277,0.087661158,0.510559974
XM_038069085.1,584.4882095,798.8592755,932.8499095,616.6004678,818.7682905,757.9200319,nan,749.0918175,-0.064612272,0.213955523,-0.301989267,0.762660245,0.961136226
XM_038069086.1,584.4882095,798.8592755,932.8499095,616.6004678,818.7682905,757.9200319,nan,749.0918175,-0.064612272,0.213955523,-0.301989267,0.762660245,0.961136226
XM_038069087.1,584.4882095,798.8592755,932.8499095,616.6004678,818.7682905,757.9200319,nan,749.0918175,-0.064612272,0.213955523,-0.301989267,0.762660245,0.961136226
XM_038069088.1,516.0427489,703.8407714,850.2236997,550.9065862,705.5455307,656.0065028,nan,661.5708709,-0.10039263,0.218593065,-0.459267221,0.646042284,0.942882695
XM_038069089.1,584.4882095,798.8592755,932.8499095,616.6004678,818.7682905,757.9200319,nan,749.0918175,-0.064612272,0.213955523,-0.301989267,0.762660245,0.961136226
XM_038069090.1,584.4882095,798.8592755,932.8499095,616.6004678,818.7682905,757.9200319,nan,749.0918175,-0.064612272,0.213955523,-0.301989267,0.762660245,0.961136226
XM_038069091.1,150.3998937,126.6913389,115.6766938,153.2857238,104.8358887,99.93462562,nan,124.6105854,-0.116152678,0.309533543,-0.375250697,0.70747403,0.952713435
XM_038069092.1,150.3998937,126.6913389,115.6766938,153.2857238,104.8358887,99.93462562,nan,124.6105854,-0.116152678,0.309533543,-0.375250697,0.70747403,0.952713435
XM_038069093.1,3515.935239,3806.605505,3596.718916,3586.655431,3354.748437,3687.68663,nan,3577.719879,-0.022459079,0.121479707,-0.184879265,0.853323735,0.976889185
XM_038069094.1,47.73170278,38.71124243,55.35956062,28.81310597,28.30568994,42.54642477,nan,40.14482561,-0.489681976,0.480291095,-1.019552476,0.307940753,0.825054859
XM_038069095.1,0,0,0,0,0,2.968355216,nan,0.501232606,2.460067326,3.99450341,0.615863118,0.537984865,NA
XM_038069096.1,4574.138083,5602.57254,6380.395927,6109.53099,5980.887449,6261.250603,nan,5800.429741,0.163215341,0.152881274,1.067595374,0.285703071,0.804779928
XM_038069097.1,3850.057158,4041.219096,4655.160665,4983.514809,4823.499238,4858.208037,nan,4520.809505,0.240686686,0.131302291,1.833073021,0.066791713,0.451001158
XM_038069098.1,757.4030573,471.5733168,600.6925458,976.1880303,747.4798862,667.8799237,nan,701.0425957,0.404429897,0.222515573,1.817535249,0.069135196,0.45797801
XM_038069099.1,6.304187159,32.84590266,29.74543556,0,8.386871093,5.936710433,nan,13.77114046,-2.293642216,1.092384454,-2.099665744,0.035758255,0.332032941
XM_038069100.1,3.602392662,0,1.652524198,1.152524239,0,1.978903478,nan,1.487291893,-0.97495652,2.532581267,-0.384965542,0.700262945,NA
XM_038069101.1,4671.402685,3370.224227,3736.357211,3991.191439,4266.820669,4602.929489,nan,4088.968686,0.144840697,0.15264648,0.948863652,0.342689963,0.83963525
XM_038069102.1,29.71973947,39.88431038,74.36358889,48.40601803,44.03107324,47.49368346,nan,47.05448479,-0.038394081,0.494071111,-0.077709626,0.938059037,0.99161544
XM_038069103.1,29.71973947,39.88431038,74.36358889,48.40601803,44.03107324,47.49368346,nan,47.05448479,-0.038394081,0.494071111,-0.077709626,0.938059037,0.99161544
XM_038069104.1,342.2273029,346.0550459,338.7674605,310.0290203,515.7925722,347.2975603,nan,365.187787,0.207029456,0.234356415,0.883395729,0.377022498,0.854675795
XM_038069105.1,5.403588994,8.211475666,9.915145185,6.915145433,35.64420215,19.78903478,nan,14.30098242,1.464497959,0.883608524,1.657405876,0.097437444,0.539677793
XM_038069106.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069107.1,12.60837432,4.692271809,0,3.457572717,0,2.968355216,nan,3.951145648,-1.554584689,1.847544176,-0.841433027,0.40010539,0.861911646
XM_038069108.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069109.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069110.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069111.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069112.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069113.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069114.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069115.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069116.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069117.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069118.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069119.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069120.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069121.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069122.1,3491.619088,2981.938735,3039.818261,3266.253693,2978.387597,3260.243479,nan,3156.47709,0.015951911,0.12919822,0.123468502,0.901736115,0.98245962
XM_038069123.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069124.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069125.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069126.1,1687.720962,2445.846681,2502.747897,2086.068872,2426.950823,2311.359262,nan,2236.219812,0.054055288,0.179775588,0.300682023,0.763656978,0.961136226
XM_038069127.1,135.0897248,79.76862076,85.93125827,32.27067869,111.126042,66.2932665,nan,84.41326194,-0.509428583,0.468259378,-1.087919659,0.276630577,0.795598979
XM_038069128.1,8.105383491,22.28829109,6.61009679,0,7.338512207,2.968355216,nan,7.775912583,-1.875766153,1.268585437,-1.478628162,0.139239722,0.62331669
XM_038069129.1,645.7288847,363.6510652,370.9916824,280.06339,363.7805337,279.0253903,nan,381.4212142,-0.562114556,0.262669751,-2.140004909,0.03235437,0.315834108
XM_038069130.1,649.3312774,369.516405,371.8179445,292.7411567,384.7477114,291.8882629,nan,390.9100418,-0.500910719,0.261445363,-1.915928873,0.05537415,0.415100896
XM_038069131.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069132.1,3.602392662,4.692271809,0,0,4.193435547,2.968355216,nan,2.645273085,-0.344200104,2.045698186,-0.168255565,0.86638223,0.978503467
XM_038069133.1,68.44546059,185.3447365,151.2059641,137.1503844,115.3194775,95.97681866,nan,124.9846385,-0.202253879,0.392120844,-0.515794767,0.605997758,0.936720995
XM_038069134.1,68.44546059,185.3447365,151.2059641,137.1503844,115.3194775,95.97681866,nan,124.9846385,-0.202253879,0.392120844,-0.515794767,0.605997758,0.936720995
XM_038069135.1,68.44546059,185.3447365,151.2059641,137.1503844,115.3194775,95.97681866,nan,124.9846385,-0.202253879,0.392120844,-0.515794767,0.605997758,0.936720995
XM_038069136.1,723.180327,751.9365574,846.9186513,685.7519221,820.8650083,814.318781,nan,770.8989823,0.014701746,0.165009975,0.089096107,0.929005531,0.989536771
XM_038069137.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069138.1,20876.76608,17915.09377,18579.32955,23362.81885,18889.33042,18306.83607,nan,19578.83857,0.095629907,0.141199854,0.677266333,0.498236988,0.907776796
XM_038069139.1,18926.07045,14787.69461,15762.60206,20505.71126,16580.84415,15426.54206,nan,16930.28681,0.104001553,0.155156643,0.670300358,0.502666339,0.909475787
XM_038069140.1,20876.76608,17915.09377,18579.32955,23362.81885,18889.33042,18306.83607,nan,19578.83857,0.095629907,0.141199854,0.677266333,0.498236988,0.907776796
XM_038069141.1,234.1555231,156.0180377,177.6463512,235.1149447,154.1087563,170.1856991,nan,187.0224736,-0.004044813,0.284523654,-0.014216088,0.988657585,0.999568951
XM_038069142.1,959.1370464,717.9175868,806.4318084,864.3931791,813.5264961,824.2132984,nan,827.2681968,0.028686583,0.165354775,0.173485061,0.862270169,0.978242416
XM_038069143.1,11632.12591,11642.69943,11563.53807,12293.97606,13046.82634,13195.32839,nan,12183.88372,0.161817066,0.107753183,1.501738149,0.133164747,0.60950061
XM_038069144.1,12969.51418,15646.38035,14603.35633,14139.16736,15419.26251,15850.0274,nan,14717.99163,0.086759582,0.128940981,0.67286274,0.501034619,0.908927508
XM_038069145.1,1250.930852,930.2428862,1132.805337,1456.790638,1056.745758,1217.025639,nan,1169.919406,0.188924161,0.182412587,1.035696955,0.300343544,0.81871398
XM_038069146.1,422.3805397,401.1892397,426.351243,439.111735,467.5680635,413.5908268,nan,426.6847883,0.097126483,0.174400086,0.556917632,0.577583707,0.930050713
XM_038069147.1,422.3805397,401.1892397,426.351243,439.111735,467.5680635,413.5908268,nan,426.6847883,0.097126483,0.174400086,0.556917632,0.577583707,0.930050713
XM_038069148.1,394.4619965,335.4974344,399.9108558,428.7390169,438.2140146,384.8967264,nan,395.3582789,0.165633163,0.187526046,0.883254174,0.377098957,0.854675795
XM_038069149.1,1269.843414,1343.162805,1454.221294,1167.507054,1414.236138,1363.464496,nan,1330.103885,-0.028586887,0.149265107,-0.191517546,0.848120135,0.976889185
XM_038069150.1,0,0,0,0,0,0.989451739,nan,0.167077535,0.978213949,4.080472857,0.239730537,0.81053916,NA
XM_038069151.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038069152.1,10.80717799,5.865339762,22.30907667,4.610096955,7.338512207,0,nan,8.454227375,-1.688530299,1.220951064,-1.382963125,0.166676173,0.669391505
XM_038069153.1,0.900598166,11.73067952,0.826262099,0,6.29015332,2.968355216,nan,3.813573614,-0.627595763,1.775245828,-0.353526116,0.723694053,0.957076142
XM_038069154.1,1221.211113,1218.817602,1060.920535,934.6971577,1163.678364,988.462287,nan,1092.841667,-0.165037986,0.155313605,-1.062611262,0.287958278,0.804779928
XM_038069155.1,1185.187186,1197.702379,1059.268011,926.629488,1133.275957,975.5994144,nan,1074.668133,-0.16464544,0.151604707,-1.086017998,0.27747103,0.796788493
XM_038069156.1,1123.946511,1137.875914,1019.60743,879.3759942,1095.535037,956.7998314,nan,1030.924163,-0.146359373,0.153130349,-0.955782922,0.339181918,0.838621401
XM_038069157.1,1185.187186,1197.702379,1059.268011,926.629488,1133.275957,975.5994144,nan,1074.668133,-0.16464544,0.151604707,-1.086017998,0.27747103,0.796788493
XM_038069158.1,1221.211113,1218.817602,1060.920535,934.6971577,1163.678364,988.462287,nan,1092.841667,-0.165037986,0.155313605,-1.062611262,0.287958278,0.804779928
XM_038069159.1,1143.75967,1032.299798,907.2357845,827.5124035,1044.165451,852.9073988,nan,963.2425903,-0.16105303,0.167348831,-0.962379179,0.335859168,0.837819292
XM_038069160.1,427.7841287,329.6320946,414.7835736,530.1611499,387.8927881,400.7279542,nan,413.8774031,0.186727728,0.214590788,0.87015724,0.38421448,0.856720937
XM_038069161.1,117.0777615,97.36464004,124.7655769,121.0150451,87.01378759,135.5548882,nan,113.4248072,0.038124832,0.318170427,0.11982519,0.904621627,0.98245962
XM_038069162.1,84.65622757,126.6913389,105.7615486,108.3372785,93.30394092,90.04010823,nan,101.1373828,-0.112569559,0.32310093,-0.348403699,0.727537025,0.958094667
XM_038069163.1,899.6975674,974.8194684,1207.995188,1306.962487,1082.95473,1285.297809,nan,1123.172322,0.268814744,0.175098449,1.535220587,0.124729653,0.594902463
